base_id,condition,hop_depth,error_type,final_correct,final_absurd,max_probe_score,mean_probe_score,fired_at_least_once,n_interventions
planning_budget_0002,baseline,4,constraint_violation,False,False,0.9999639193462221,0.4092604053412553,True,0
planning_budget_0002,reprompt,4,constraint_violation,False,False,0.9999639193462221,0.4092604053412553,True,1
planning_budget_0002,replace_prior,4,constraint_violation,False,False,0.9999639193462221,0.4092604053412553,True,0
planning_budget_0002,branch_and_pick,4,constraint_violation,False,False,0.8539206199818629,0.3727495805001655,True,1
2hop_fractions_0039,baseline,2,wrong_percentage_base,False,False,0.9991689990894648,0.5124164652137052,True,0
2hop_fractions_0039,reprompt,2,wrong_percentage_base,False,False,0.9991689990894648,0.5124164652137052,True,1
2hop_fractions_0039,replace_prior,2,wrong_percentage_base,False,False,0.04230801174201296,0.033985971539979266,False,1
2hop_fractions_0039,branch_and_pick,2,wrong_percentage_base,False,False,0.9981744480533051,0.5119191896956253,True,1
2hop_fractions_0032,baseline,2,wrong_unit,False,False,0.9995421621380078,0.5335771413043152,True,0
2hop_fractions_0032,reprompt,2,wrong_unit,False,False,0.9995421621380078,0.5335771413043152,True,1
2hop_fractions_0032,replace_prior,2,wrong_unit,False,False,0.19088006155177592,0.12924609101119922,False,1
2hop_fractions_0032,branch_and_pick,2,wrong_unit,False,False,0.9988781962735789,0.5332451583721007,True,1
3hop_multi_stage_geometry_0006,baseline,3,wrong_operator,False,False,0.9998941497638101,0.9137782443217951,True,0
3hop_multi_stage_geometry_0006,reprompt,3,wrong_operator,False,False,0.9998941497638101,0.9137782443217951,True,2
3hop_multi_stage_geometry_0006,replace_prior,3,wrong_operator,False,False,0.7985221418115246,0.29331700260425525,False,1
3hop_multi_stage_geometry_0006,branch_and_pick,3,wrong_operator,False,False,0.9996321616010259,0.9009841322648344,True,2
4hop_multi_stage_allocation_0017,baseline,4,wrong_unit,False,False,0.9997277513095499,0.7219218532214924,True,0
4hop_multi_stage_allocation_0017,reprompt,4,wrong_unit,False,False,0.9997277513095499,0.7219218532214924,True,3
4hop_multi_stage_allocation_0017,replace_prior,4,wrong_unit,False,False,0.0703751614505529,0.019037088110862174,False,1
4hop_multi_stage_allocation_0017,branch_and_pick,4,wrong_unit,False,False,0.9988425483008484,0.6687135167423465,True,3
3hop_compound_rate_0007,baseline,3,wrong_unit,False,False,0.9931167176501065,0.6834810832151512,True,0
