base_id,condition,hop_depth,error_type,final_correct,final_absurd,max_probe_score,mean_probe_score,fired_at_least_once,n_interventions
planning_budget_0002,baseline,4,constraint_violation,False,True,0.9997610956422023,0.560648329134164,True,0
planning_budget_0002,reprompt,4,constraint_violation,False,True,0.9997610956422023,0.560648329134164,True,1
planning_budget_0002,replace_prior,4,constraint_violation,False,True,0.8841144771718117,0.5317366745165664,True,1
planning_budget_0002,branch_and_pick,4,constraint_violation,False,True,0.9998700029757764,0.5606755559675576,True,1
2hop_fractions_0039,baseline,2,wrong_percentage_base,False,False,0.9999476143873546,0.5005330588861031,True,0
2hop_fractions_0039,reprompt,2,wrong_percentage_base,False,False,0.9999476143873546,0.5005330588861031,True,1
2hop_fractions_0039,replace_prior,2,wrong_percentage_base,False,False,0.008006124146620035,0.004562313765735886,False,1
2hop_fractions_0039,branch_and_pick,2,wrong_percentage_base,False,False,0.001437914534268283,0.0012782089595600099,False,1
2hop_fractions_0032,baseline,2,wrong_unit,False,False,0.999479466187276,0.5001084370709409,True,0
2hop_fractions_0032,reprompt,2,wrong_unit,False,False,0.999479466187276,0.5001084370709409,True,1
2hop_fractions_0032,replace_prior,2,wrong_unit,False,False,0.018712256001619645,0.009724831978112658,False,1
2hop_fractions_0032,branch_and_pick,2,wrong_unit,False,False,0.011255885111766119,0.005996646533185895,False,1
3hop_multi_stage_geometry_0006,baseline,3,wrong_operator,False,True,0.9972080544787773,0.33590322708675785,True,0
3hop_multi_stage_geometry_0006,reprompt,3,wrong_operator,False,True,0.9972080544787773,0.33590322708675785,True,1
3hop_multi_stage_geometry_0006,replace_prior,3,wrong_operator,False,False,0.010149669435617894,0.0033833432557823805,False,1
3hop_multi_stage_geometry_0006,branch_and_pick,3,wrong_operator,False,True,0.010149669435617894,0.003514844887133019,False,1
4hop_multi_stage_allocation_0017,baseline,4,wrong_unit,False,False,0.9999998234180268,0.7498573770814603,True,0
