layer,mode,auroc_mean,auroc_std,acc_mean,acc_std
8,mean,0.9295759872576481,0.026089518852443063,0.8564856711915535,0.03431795177261711
9,mean,0.9293178447849728,0.025695083676369523,0.8373303167420815,0.049547913063609006
10,mean,0.9317800845828528,0.021733894453993728,0.8682503770739064,0.03348755978584492
11,mean,0.9334810787059922,0.02401489665014349,0.8683257918552035,0.03303769995383583
12,mean,0.9440396550777173,0.021615670279346338,0.8953996983408746,0.015224823013348395
13,mean,0.9480183445927389,0.01985634140868926,0.9032428355957768,0.020663650075414788
14,mean,0.9666024056681497,0.014708376241771744,0.9186274509803922,0.025888698255687164
15,mean,0.9733558521447796,0.010921078842113338,0.9187028657616894,0.022413039549421736
16,mean,0.9805036524413687,0.011758081812061855,0.9264705882352942,0.018635235090496065
17,mean,0.9817240621738892,0.013354887107051443,0.9341628959276018,0.026405514027063412
18,mean,0.9864239028944912,0.011549557029705273,0.9419306184012066,0.03263552332379508
19,mean,0.9843098808150712,0.01570429286444646,0.9457767722473605,0.03357304795163134
20,mean,0.98874883286648,0.0106326209590482,0.9457767722473605,0.039635041705680815
21,mean,0.9901526885263909,0.008043358304325995,0.9536199095022624,0.026189676250656612
22,mean,0.9898165540726094,0.008880600416214501,0.9536199095022624,0.026189676250656612
23,mean,0.9901428022189268,0.008488554046379295,0.9496983408748114,0.019586947910404717
24,mean,0.9897863459109134,0.009344102623170184,0.9457767722473605,0.022627450779312875
25,mean,0.9894502114571319,0.009542884817046923,0.9419306184012066,0.021211538431374143
26,mean,0.9887872796177295,0.00954845918449055,0.9458521870286576,0.018754793382471505
27,mean,0.989786895150217,0.009537184909624503,0.9457767722473605,0.022627450779312875
28,mean,0.990498160048333,0.007853884673827293,0.9457767722473605,0.022627450779312875
29,mean,0.9898445652770912,0.007432590692385258,0.9419306184012066,0.021211538431374143
30,mean,0.9895084308233096,0.007829218842879541,0.9380844645550528,0.022498897567378044
31,mean,0.9885000274619651,0.0092130235735135,0.9419306184012066,0.021211538431374143
32,mean,0.9898445652770912,0.007432590692385258,0.9341628959276018,0.015358715963231146
33,mean,0.9891525237545998,0.007421331550526279,0.9341628959276018,0.015358715963231146
34,mean,0.9891426374471358,0.00857492017195187,0.9419306184012066,0.021211538431374143
35,mean,0.9928604382929642,0.006355522880053252,0.9534690799396681,0.019986482194893927
36,mean,0.9907749766573296,0.010398224605096594,0.9573906485671191,0.025925579263692825
